Food code,Main food description,Additional food description
27320130,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27320140,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",
27320150,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27320210,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",
27320310,Pork chow mein or chop suey with noodles,
27320320,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",
27320330,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",pork chow mein or chop suey with rice
27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",
27320500,Sweet and sour pork with rice,
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",
27330170,Stuffed grape leaves with lamb and rice,
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27331150,"Veal fricassee, Puerto Rican style",Ternera en fricase
27335500,"Stewed rabbit, Puerto Rican style,",Fricase de conejo
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","venison/deer stew, NFS"
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",KFC Mashed Potato Bowl with Gravy
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","chicken or turkey stew, NFS"
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",
27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",
27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",
27343910,Chicken or turkey chow mein or chop suey with noodles,
27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",
27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",
27345010,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",
27345020,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",
27345210,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",
27345220,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27345230,"Chicken or turkey, rice, corn, and cheese, with gravy",KFC Rice Bowl with Gravy
27345310,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Jack-in-the-Box Chicken Teriyaki Bowl
27345320,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",
27345410,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",
27345420,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",
27345440,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",
27345450,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",
27345510,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27345520,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",
27347100,"Pot pie, chicken",turkey; seafood; NS as to meat
27347200,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",
27347210,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",
27347220,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",
27347230,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",
27347240,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",
27347250,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",
27348100,"Chicken fricassee, Puerto Rican style",stewed chicken (Pollo guisado); stewed chicken; Pollo guisado; Fricase de pollo
27350020,Paella with seafood,
27350050,Shrimp chow mein or chop suey with noodles,
27350060,"Shrimp creole, with rice",shrimp jambalaya
27350080,"Tuna noodle casserole with vegetables, cream or white sauce",
27350090,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",
27350100,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",
27350110,Bouillabaisse,"seafood stew made with tomato, fish, or shellfish"
27350310,"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",
27350410,Tuna noodle casserole with vegetables and mushroom sauce,
27351010,"Codfish with starchy vegetables, Puerto Rican style",Serenata de bacalao
27351040,"Biscayne codfish, Puerto Rican style",Bacalao a la Vizcaina
27360000,"Stew, NFS",
27360080,"Chow mein or chop suey, NS as to type of meat, with noodles","chow mein or chop suey, NFS"
27360090,"Paella, NFS",
27360120,"Chow mein or chop suey, various types of meat, with noodles",House Special Chow Mein
27361010,"Stewed variety meats, mostly liver, Puerto Rican style",Gandinga
27362000,"Stewed tripe, with potatoes, Puerto Rican style",Mondongo
27363000,Gumbo with rice,"shellfish, pork, poultry, tomatoes, and okra"
27363100,Jambalaya with meat and rice,chicken and sausage jambalaya
27410210,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",
27410220,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",
27410250,"Beef shish kabob with vegetables, excluding potatoes",
27411100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",beef stew without potatoes
27411120,Swiss steak,
27411150,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",roulades; paupiettes; bracciola
27411200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",
27414100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",
27414200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",
27415100,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",
27415110,Beef and broccoli,
27415120,"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",
27415130,Szechuan beef,
27415140,Hunan beef,
27415150,"Beef chow mein or chop suey, no noodles",
27415170,Kung Pao beef,
27415200,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",
27415220,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",
27416100,"Beef and vegetables, Hawaiian style",
27416150,Pepper steak,
27416200,"Beef, ground, with egg and onion",
27416250,Beef salad,
27416300,"Beef taco filling: beef, cheese, tomato, taco sauce",
27416400,Stir fried beef and vegetables in soy sauce,Sukiyaki
27416450,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",
27416500,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",
27418110,Seasoned shredded soup meat,Ropa vieja; Sopa de carne ripiada
27418210,"Beef stew with vegetables excluding potatoes, Puerto Rican style",Carne a la Judia
27418310,"Corned beef with tomato sauce and onion, Puerto Rican style","""Corned beef"" con salsa de tomate y cebolla"
27418410,"Beef steak with onions, Puerto Rican style",Puerto Rican style stewed steak; Biftec encebollado
27420010,Cabbage with ham hocks,
27420020,Ham or pork salad,
27420040,Frankfurters or hot dogs and sauerkraut,
27420060,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",chow yuk
27420080,Greens with ham or pork,
27420100,"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",
27420110,"Pork and vegetables, Hawaiian style",
27420120,Pork and watercress with soy-based sauce,
27420150,Kung Pao pork,
27420160,"Moo Shu pork, without Chinese pancake",Mu Shi pork
27420170,Pork and onions with soy-based sauce,Pork Scallion; Onion Pork
27420200,Pork hash,"no potatoes, soy-based sauce"
27420250,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",
27420270,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",
27420350,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",
27420370,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",
27420390,"Pork chow mein or chop suey, no noodles",
27420400,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",
27420410,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",
27420450,"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",
27420460,"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",
27420470,"Sausage and peppers, no sauce",
27420500,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Szechuan pork; Hunan pork
27420510,"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",
27420520,"Pork shish kabob with vegetables, excluding potatoes",
27421010,"Stuffed christophine, Puerto Rican style",mirliton; Chayote relleno
27422010,"Pork chop stewed with vegetables, Puerto Rican style",Chuletas a la jardinera
27430400,"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",
27430580,"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",
27430590,"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",
27430610,"Lamb shish kabob with vegetables, excluding potatoes",
27440110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",
27440120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",
27440130,"Chicken or turkey shish kabob with vegetables, excluding potatoes",
27441120,"Chicken or turkey creole, without rice",
27442110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",
